#dimension
2
#Nx,Ny
100 100
#Xmin,Xmax,Ymin,Ymax
0.000000 123.400000 0.000000 134.500000
#\Delta t_fperiod between neighoring frames
0.010000
#frame number n (t=n\Delta t)
17
#I,J,P,Ux,Uy
0 0 1285.332155 0.000000 -0.000000
0 1 1285.129771 0.000000 -0.031811
0 2 1284.525808 0.000000 -0.063496
0 3 1283.529793 0.000000 -0.094931
0 4 1282.157433 0.000000 -0.125991
0 5 1280.430371 0.000000 -0.156553
0 6 1278.375843 0.000000 -0.186498
0 7 1276.026251 0.000000 -0.215707
0 8 1273.418650 0.000000 -0.244065
0 9 1270.594162 0.000000 -0.271459
0 10 1267.597332 0.000000 -0.297782
0 11 1264.475421 0.000000 -0.322930
0 12 1261.277664 0.000000 -0.346803
0 13 1258.054491 0.000000 -0.369308
0 14 1254.856734 0.000000 -0.390355
0 15 1251.734824 0.000000 -0.409862
0 16 1248.737993 0.000000 -0.427751
0 17 1245.913506 0.000000 -0.443952
0 18 1243.305904 0.000000 -0.458401
0 19 1240.956312 0.000000 -0.471041
0 20 1238.901785 0.000000 -0.481821
0 21 1237.174722 0.000000 -0.490701
0 22 1235.802362 0.000000 -0.497643
0 23 1234.806347 0.000000 -0.502622
0 24 1234.202385 0.000000 -0.505617
0 25 1234.000000 0.000000 -0.506617
0 26 1234.202385 -0.000000 -0.505617
0 27 1234.806347 -0.000000 -0.502622
0 28 1235.802362 -0.000000 -0.497643
0 29 1237.174722 -0.000000 -0.490701
0 30 1238.901785 -0.000000 -0.481821
0 31 1240.956312 -0.000000 -0.471041
0 32 1243.305904 -0.000000 -0.458401
0 33 1245.913506 -0.000000 -0.443952
0 34 1248.737993 -0.000000 -0.427751
0 35 1251.734824 -0.000000 -0.409862
0 36 1254.856734 -0.000000 -0.390355
0 37 1258.054491 -0.000000 -0.369308
0 38 1261.277664 -0.000000 -0.346803
0 39 1264.475421 -0.000000 -0.322930
0 40 1267.597332 -0.000000 -0.297782
0 41 1270.594162 -0.000000 -0.271459
0 42 1273.418650 -0.000000 -0.244065
0 43 1276.026251 -0.000000 -0.215707
